#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_000283335.1	PRJNA224116	SAMN02470186	ALJD00000000.1	representative genome	1210908	693851	Halogranum salarium B-1	strain=B-1		latest	Contig	Major	Full	2012/08/03	162.HSB1.1	Korea Research Institute of Bioscience and Biotechnology	GCA_000283335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/283/335/GCF_000283335.1_162.HSB1.1		assembly from type material
GCF_001307315.1	PRJNA224116	SAMN03287580	LGUC00000000.1	na	699431	699431	Halolamina pelagica	strain=CDK2		latest	Contig	Major	Full	2015/10/06	Halpeg_cdk2_1	Indian Agricultural Research Institute, New Delhi	GCA_001307315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/315/GCF_001307315.1_Halpeg_cdk2_1		
GCF_900115675.1	PRJNA224116	SAMN05216277	FOXI00000000.1	na	699431	699431	Halolamina pelagica	strain=CGMCC 1.10329		latest	Contig	Major	Full	2016/11/02	IMG-taxon 2663762745 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900115675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/675/GCF_900115675.1_IMG-taxon_2663762745_annotated_assembly		assembly from type material
GCF_000230955.2	PRJNA224116	SAMN02261380		representative genome	751944	751944	Halobacterium sp. DL1	strain=DL1		latest	Complete Genome	Major	Full	2014/01/13	ASM23095v3	JGI	GCA_000230955.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/230/955/GCF_000230955.2_ASM23095v3		
GCF_000224475.1	PRJNA224116	SAMN02232027		representative genome	756883	756883	halophilic archaeon DL31	strain=DL31		latest	Complete Genome	Major	Full	2011/08/26	ASM22447v1	DOE Joint Genome Institute	GCA_000224475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/475/GCF_000224475.1_ASM22447v1		
GCF_000828575.1	PRJNA224116	SAMD00060975		na	866790	866790	Methanothermobacter sp. CaT2	strain=CaT2		latest	Complete Genome	Major	Full	2012/12/03	ASM82857v1	National Institute of Genetics	GCA_000828575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/575/GCF_000828575.1_ASM82857v1		
GCF_001748385.1	PRJNA224116	SAMD00042494	BCLI00000000.1	na	867917	867917	Vulcanisaeta thermophila	strain=CBA1501		latest	Contig	Major	Full	2016/07/28	ASM174838v1	Korea Basic Science Institute	GCA_001748385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/748/385/GCF_001748385.1_ASM174838v1		assembly from type material
GCF_000214725.1	PRJNA224116	SAMN00713630		representative genome	868131	868131	Methanobacterium paludis	strain=SWAN1		latest	Complete Genome	Major	Full	2011/05/24	ASM21472v1	US DOE Joint Genome Institute	GCA_000214725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/725/GCF_000214725.1_ASM21472v1		assembly from type material
GCF_000191585.1	PRJNA224116	SAMN02232037		representative genome	877455	877455	Methanobacterium lacus	strain=AL-21		latest	Complete Genome	Major	Full	2011/03/07	ASM19158v1	US DOE Joint Genome Institute	GCA_000191585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/191/585/GCF_000191585.1_ASM19158v1		
GCF_000327485.1	PRJNA224116	SAMN02232038		representative genome	593750	882104	Methanoregula formicica SMSP	strain=SMSP		latest	Complete Genome	Major	Full	2012/12/21	ASM32748v1	DOE Joint Genome Institute	GCA_000327485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/327/485/GCF_000327485.1_ASM32748v1		assembly from type material
GCF_000430485.1	PRJNA224116	SAMN00203929	AKID00000000.1	na	913025	913025	Thermococcus sp. PK	strain=PK		latest	Scaffold	Major	Full	2013/07/16	ASM43048v1	JGI	GCA_000430485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/430/485/GCF_000430485.1_ASM43048v1		
GCF_000725425.1	PRJNA224116	SAMN03081469		representative genome	1343739	971279	Palaeococcus pacificus DY20341	strain=DY20341		latest	Complete Genome	Major	Full	2014/07/14	ASM72542v1	The third institute of oceanography of SOA,PRChina	GCA_000725425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/725/425/GCF_000725425.1_ASM72542v1		assembly from type material
GCF_000190315.1	PRJNA224116	SAMN02603092		representative genome	985053	985052	Vulcanisaeta moutnovskia 768-28	strain=768-28		latest	Complete Genome	Major	Full	2011/02/22	ASM19031v1	Centre Bioengineering RAS	GCA_000190315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/315/GCF_000190315.1_ASM19031v1		
GCF_000204925.1	PRJNA224116	SAMN02603221		representative genome	1006006	1006005	Metallosphaera cuprina Ar-4	strain=Ar-4		latest	Complete Genome	Major	Full	2011/04/19	ASM20492v1	Environmental Microbiology Research Center (EMRC)	GCA_000204925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/925/GCF_000204925.1_ASM20492v1		assembly from type material
GCF_000241145.1	PRJNA224116	SAMN00016663	AHJG00000000.1	representative genome	859192	1007084	Candidatus Nitrosoarchaeum limnia BG20	strain=BG20		latest	Contig	Major	Full	2012/01/04	ASM24114v2	Gordon and Betty Moore Foundation Marine Microbiology Initiative	GCA_000241145.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/241/145/GCF_000241145.1_ASM24114v2		
GCF_001593955.1	PRJNA224116	SAMN04516086	LTAZ00000000.1	na	1008153	1008153	Halalkalicoccus paucihalophilus	strain=DSM 24557		latest	Contig	Major	Full	2016/03/18	ASM159395v1	Goettingen Genomics Laboratory	GCA_001593955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/593/955/GCF_001593955.1_ASM159395v1		assembly from type material
GCF_000215995.1	PRJNA224116	SAMN02603867		representative genome	529709	1008460	Pyrococcus yayanosii CH1	strain=CH1		latest	Complete Genome	Major	Full	2011/06/07	ASM21599v1	Shanghai JiaoTong University	GCA_000215995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/995/GCF_000215995.1_ASM21599v1		assembly from type material
GCF_000328925.1	PRJNA224116	SAMN02469592	AJVJ00000000.1	representative genome	1027373	1027373	Nitrosopumilus sp. AR	strain=AR		latest	Contig	Major	Full	2012/12/31	NAR	Chungbuk National University	GCA_000328925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/925/GCF_000328925.1_NAR		
GCF_000328945.1	PRJNA224116	SAMN02469589	AJVI00000000.1	representative genome	1027374	1027374	Nitrosopumilus sp. SJ	strain=SJ		latest	Contig	Major	Full	2012/12/31	NSJ	Chungbuk National University	GCA_000328945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/945/GCF_000328945.1_NSJ		
GCF_000698785.1	PRJNA224116	SAMN02721150		representative genome	926571	1034015	Nitrososphaera viennensis EN76	strain=EN76		latest	Complete Genome	Major	Full	2014/06/06	ASM69878v1	University of Vienna	GCA_000698785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/698/785/GCF_000698785.1_ASM69878v1		assembly from type material
GCF_000744315.1	PRJNA224116	SAMN02745719	JQLR00000000.1	na	1036677	1036677	Methanosarcina soligelidi	strain=SMA-21		latest	Contig	Major	Full	2014/08/28	ASM74431v1	DOE Joint Genome Institute	GCA_000744315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/744/315/GCF_000744315.1_ASM74431v1		assembly from type material
GCF_000221185.1	PRJNA224116	SAMN02603471		na	1042877	1042877	Thermococcus sp. 4557	strain=4557		latest	Complete Genome	Major	Full	2011/07/22	ASM22118v1	Key Laboratory of Marine Biogenetic Resources, Third Institute of Oceanography, State Oceanic Administration (SOA),PR China	GCA_000221185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/221/185/GCF_000221185.1_ASM22118v1		
GCF_000350305.1	PRJNA224116	SAMN02603168		representative genome	1054217	1054217	Thermoplasmatales archaeon BRNA1	strain=BRNA1		latest	Complete Genome	Major	Full	2013/04/02	ASM35030v1	CSIRO Livestock Industries	GCA_000350305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/350/305/GCF_000350305.1_ASM35030v1		
GCF_000447865.2	PRJNA224116	SAMN02469738	ATCR00000000.2	representative genome	1071085	1071085	haloarchaeon 3A1_DGR	strain=3A1_DGR		latest	Scaffold	Major	Full	2014/02/11	ASM44786v2	Directorate of Groundnut Research (Indian Council of Agricultural Research)	GCA_000447865.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/447/865/GCF_000447865.2_ASM44786v2		
GCF_000308215.1	PRJNA224116	SAMEA3138426	CAJE00000000.1	representative genome	1175296	1080712	Methanomassiliicoccus luminyensis B10	strain=B10		latest	Contig	Major	Full	2012/06/06	ASM30821v1	URMITE	GCA_000308215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/308/215/GCF_000308215.1_ASM30821v1		assembly from type material
GCF_000220175.1	PRJNA224116	SAMN02470178	AFPU00000000.1	representative genome	1001994	1088740	Candidatus Nitrosoarchaeum koreensis MY1	strain=MY1		latest	Contig	Major	Full	2011/07/07	ASM22017v1	Korea Research Institute of Bioscience and Biotechnology	GCA_000220175.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/220/175/GCF_000220175.1_ASM22017v1		
GCF_000243315.1	PRJNA224116	SAMN02261413	AHKJ00000000.1	representative genome	671065	1111107	Metallosphaera yellowstonensis MK1	strain=MK1		latest	Scaffold	Major	Full	2012/01/23	ASM24331v1	JGI	GCA_000243315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/243/315/GCF_000243315.1_ASM24331v1		
GCF_000632495.1	PRJNA224116	SAMN02679956	JFZT00000000.1	representative genome	1160895	1160895	Candidatus Acidianus copahuensis	strain=ALE1		latest	Contig	Major	Full	2014/04/15	AciCop1.0	INDEAR	GCA_000632495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/632/495/GCF_000632495.1_AciCop1.0		
GCF_000242875.2	PRJNA224116	SAMN00016669	AEXL00000000.2	representative genome	859350	1170320	Candidatus Nitrosopumilus salaria BD31	strain=BD31		latest	Contig	Major	Full	2012/05/09	ASM24287v3	Gordon and Betty Moore Foundation Marine Microbiology Initiative	GCA_000242875.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/875/GCF_000242875.2_ASM24287v3		
GCF_000493245.1	PRJNA224116	SAMN02472127	AJVG00000000.1	na	1172566	1172566	Natrinema sp. J7-1	strain=J7-1		latest	Contig	Major	Full	2013/06/17	Nat_J71	Wuhan University	GCA_000493245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/493/245/GCF_000493245.1_Nat_J71		
GCF_000513435.1	PRJNA224116	SAMEA3138845	CBVY000000000.1	na	1173487	1173487	Halorubrum sp. AJ67	strain=AJ67		latest	Scaffold	Major	Full	2013/12/24	HRSP_AJ67	FCEN-UBA	GCA_000513435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/513/435/GCF_000513435.1_HRSP_AJ67		
GCF_000251105.1	PRJNA224116	SAMN02603117		representative genome	1041930	1175444	Methanocella conradii HZ254	strain=HZ254		latest	Complete Genome	Major	Full	2012/03/07	ASM25110v1	China Agricultural University	GCA_000251105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/251/105/GCF_000251105.1_ASM25110v1		assembly from type material
GCF_000063445.1	PRJNA224116	SAMEA3138262		representative genome	351160	1175445	Methanocella arvoryzae MRE50	strain=MRE50		latest	Complete Genome	Major	Full	2006/10/12	ASM6344v1	Max Planck Institute	GCA_000063445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/063/445/GCF_000063445.1_ASM6344v1		assembly from type material
GCF_000263735.1	PRJNA224116	SAMN02603491		representative genome	1183377	1183377	Pyrococcus sp. ST04	strain=ST04		latest	Complete Genome	Major	Full	2012/05/22	ASM26373v1	Kyung Hee University	GCA_000263735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/263/735/GCF_000263735.1_ASM26373v1		
GCF_000296615.1	PRJNA224116	SAMN02470121	ALWQ00000000.1	na	1194088	1194088	Halorubrum sp. T3	strain=T3		latest	Scaffold	Major	Full	2012/09/17	ASM29661v1	Kunming Institute of Botany, Chinese Academy of Sciences	GCA_000296615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/296/615/GCF_000296615.1_ASM29661v1		
GCF_000264495.1	PRJNA224116	SAMN02603096		representative genome	1184251	1200300	Thermogladius cellulolyticus 1633	strain=1633		latest	Complete Genome	Major	Full	2012/05/25	ASM26449v1	Centre Bioengineering RAS	GCA_000264495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/264/495/GCF_000264495.1_ASM26449v1		assembly from type material
GCF_000784335.1	PRJNA224116	SAMN03077632	JROF00000000.1	representative genome	1202768	1202768	Halopiger salifodinae	strain=KCY07-B2		latest	Contig	Major	Full	2014/11/17	ASM78433v1	Zhejiang University	GCA_000784335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/784/335/GCF_000784335.1_ASM78433v1		assembly from type material
GCF_900110455.1	PRJNA224116	SAMN05216285	FOIS00000000.1	na	1202768	1202768	Halopiger salifodinae	strain=CGMCC 1.12284		latest	Scaffold	Major	Full	2016/10/31	IMG-taxon 2671180170 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900110455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/110/455/GCF_900110455.1_IMG-taxon_2671180170_annotated_assembly		assembly from type material
GCF_000336975.1	PRJNA224116	SAMN02471677	AOLF00000000.1	na	1227462	1227462	Haloferax sp. ATCC BAA-644	strain=ATCC BAA-644		latest	Contig	Major	Full	2013/02/04	ASM33697v1	University of California, Davis	GCA_000336975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/975/GCF_000336975.1_ASM33697v1		
GCF_000336835.1	PRJNA224116	SAMN02471635	AOLE00000000.1	na	1227463	1227463	Haloferax sp. ATCC BAA-645	strain=ATCC BAA-645		latest	Contig	Major	Full	2013/02/04	ASM33683v1	University of California, Davis	GCA_000336835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/835/GCF_000336835.1_ASM33683v1		
GCF_000336855.1	PRJNA224116	SAMN02471676	AOLD00000000.1	na	1227464	1227464	Haloferax sp. ATCC BAA-646	strain=ATCC BAA-646		latest	Contig	Major	Full	2013/02/04	ASM33685v1	University of California, Davis	GCA_000336855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/855/GCF_000336855.1_ASM33685v1		
GCF_000337075.1	PRJNA224116	SAMN02471650	AOJO00000000.1	na	1227481	1227480	Halorubrum hochstenium ATCC 700873	strain=ATCC 700873		latest	Contig	Major	Full	2013/02/04	ASM33707v1	University of California, Davis	GCA_000337075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/075/GCF_000337075.1_ASM33707v1		
GCF_000299395.1	PRJNA224116	SAMN02603138		representative genome	1229909	1229909	Candidatus Nitrosopumilus sediminis	strain=AR2		latest	Complete Genome	Major	Full	2012/09/27	ASM29939v1	Chungbuk National University	GCA_000299395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/395/GCF_000299395.1_ASM29939v1		
GCF_000334895.1	PRJNA224116	SAMD00011631	BAFM00000000.1	representative genome	1232219	1232219	Halococcus agarilyticus	strain=197A		latest	Contig	Major	Full	2013/01/29	ASM33489v1	Japan Agency for Marine-Earth Science and Technology	GCA_000334895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/334/895/GCF_000334895.1_ASM33489v1		
GCF_000328285.1	PRJNA224116	SAMN02469860	ANPG00000000.1	na	1243180	1243180	Haloferax sp. BAB2207	strain=BAB2207		latest	Contig	Major	Full	2012/12/21	Haloferax sp. BAB2207 V.1	Gujarat Genomics Initiative	GCA_000328285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/285/GCF_000328285.1_Haloferax_sp._BAB2207_V.1		
GCF_000755245.1	PRJNA224116	SAMD00019895	BBMP00000000.1	representative genome	1264579	1264579	Halococcus sediminicola	strain=CBA1101		latest	Contig	Major	Full	2014/09/11	ASM75524v1	Korea Basic Science Institute	GCA_000755245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/755/245/GCF_000755245.1_ASM75524v1		assembly from type material
GCF_001412615.1	PRJNA224116	SAMN03223811		representative genome	1273541	1273541	Pyrodictium delaneyi	strain=Su06		latest	Complete Genome	Major	Full	2015/10/26	ASM141261v1	Kyung Hee University	GCA_001412615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/412/615/GCF_001412615.1_ASM141261v1		assembly from type material
GCF_000300255.2	PRJNA224116	SAMN03081445		representative genome	1236689	1291540	Candidatus Methanomethylophilus alvus Mx1201	strain=Mx1201		latest	Complete Genome	Major	Full	2013/04/09	ASM30025v2	Université d'Auvergne	GCA_000300255.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/255/GCF_000300255.2_ASM30025v2		
GCF_000455365.1	PRJNA224116	SAMEA2272053	CBMA000000000.1	representative genome	1293047	1293047	Halopiger djelfimassiliensis	strain=IIH2		latest	Scaffold	Major	Full	2013/08/20	HdjelfamassiliensisIIH2	ebi	GCA_000455365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/455/365/GCF_000455365.1_HdjelfamassiliensisIIH2		assembly from type material
GCF_000455345.1	PRJNA224116	SAMEA2272090	CBMB000000000.1	representative genome	1293048	1293048	Halopiger goleimassiliensis	strain=IIH3		latest	Scaffold	Major	Full	2013/08/20	Halgo	ebi	GCA_000455345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/455/345/GCF_000455345.1_Halgo		assembly from type material
GCF_000949015.1	PRJNA224116	SAMN03333330	JYHS00000000.1	na	1293648	1293648	Acidiplasma sp. MBA-1	strain=MBA-1		latest	Contig	Major	Full	2015/03/06	ASM94901v1	RIPCM	GCA_000949015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/949/015/GCF_000949015.1_ASM94901v1		
GCF_001316085.1	PRJNA224116	SAMD00000537	BBCL00000000.1	representative genome	1294262	1294262	Sulfolobus sp. JCM 16833	strain=JCM 16833		latest	Contig	Major	Full	2015/10/01	ASM131608v1	The University of Tokyo	GCA_001316085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/316/085/GCF_001316085.1_ASM131608v1		
GCF_001316245.1	PRJNA224116	SAMD00000523	BBDM00000000.1	representative genome	1295370	1295370	Vulcanisaeta sp. JCM 14467	strain=JCM 14467		latest	Contig	Major	Full	2015/10/01	ASM131624v1	The University of Tokyo	GCA_001316245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/316/245/GCF_001316245.1_ASM131624v1		
GCF_001316265.1	PRJNA224116	SAMD00000531	BBDN00000000.1	na	1295371	1295371	Vulcanisaeta sp. JCM 16159	strain=JCM 16159		latest	Contig	Major	Full	2015/10/01	ASM131626v1	The University of Tokyo	GCA_001316265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/316/265/GCF_001316265.1_ASM131626v1		
GCF_001316285.1	PRJNA224116	SAMD00000532	BBDO00000000.1	na	1295372	1295372	Vulcanisaeta sp. JCM 16161	strain=JCM 16161		latest	Contig	Major	Full	2015/10/01	ASM131628v1	The University of Tokyo	GCA_001316285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/316/285/GCF_001316285.1_ASM131628v1		
GCF_000739065.1	PRJNA224116	SAMN02951366		representative genome	1301915	1301915	Methanocaldococcus bathoardescens	strain=JH146		latest	Complete Genome	Major	Full	2014/08/12	ASM73906v1	Kyung Hee University	GCA_000739065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/065/GCF_000739065.1_ASM73906v1		assembly from type material
GCF_000385565.1	PRJNA224116	SAMN02028569		representative genome	387631	1316941	Archaeoglobus sulfaticallidus PM70-1	strain=PM70-1		latest	Complete Genome	Major	Full	2013/04/30	ASM38556v1	University of Bergen, Centre for Geobiology, Department of Biology	GCA_000385565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/385/565/GCF_000385565.1_ASM38556v1		assembly from type material
GCF_000403645.1	PRJNA224116	SAMN02602994		representative genome	1333523	1333523	Salinarchaeum sp. Harcht-Bsk1	strain=Harcht-Bsk1		latest	Complete Genome	Major	Full	2013/05/30	ASM40364v1	Baltic Federal University	GCA_000403645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/403/645/GCF_000403645.1_ASM40364v1		
GCF_000320505.1	PRJNA224116	SAMD00036626	BAGX00000000.2	na	1214066	1348249	Methanobrevibacter boviskoreani JH1	strain=JH1		latest	Contig	Major	Full	2012/10/03	ASM32050v2	Korea Research Institute of Bioscience and Biotechnology	GCA_000320505.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/320/505/GCF_000320505.1_ASM32050v2		assembly from type material
GCF_000685395.1	PRJNA224116	SAMN02767256	AVSQ00000000.1	na	1353246	1353246	Candidatus Nitrosotenuis chungbukensis	strain=MY2		latest	Contig	Major	Full	2014/05/07	NKMY2	Chungbuk National University	GCA_000685395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/685/395/GCF_000685395.1_NKMY2		
GCF_000446015.1	PRJNA224116	SAMN02602995		na	1365176	1365176	Thermofilum adornatus			latest	Complete Genome	Major	Full	2013/08/13	ASM44601v1	Baltic Federal University	GCA_000446015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/446/015/GCF_000446015.1_ASM44601v1		
GCF_000499765.1	PRJNA224116	SAMEA3138830		representative genome	1379702	1379702	Methanobacterium sp. MB1			latest	Complete Genome	Major	Full	2013/11/14	Methanobacterium	irena.maus	GCA_000499765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/499/765/GCF_000499765.1_Methanobacterium		
GCF_000739555.1	PRJNA224116	SAMD00018743	BBJN00000000.1	representative genome	1380430	1380430	Halolamina rubra	strain=CBA1107		latest	Contig	Major	Full	2014/07/31	ASM73955v1	Korea Basic Science Institute	GCA_000739555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/555/GCF_000739555.1_ASM73955v1		assembly from type material
GCF_000685155.1	PRJNA224116	SAMN02713514	JMIY00000000.1	representative genome	1392998	1392998	Candidatus Methanoperedens nitroreducens	strain=ANME-2d		latest	Scaffold	Major	Full	2014/05/06	ANME2D V10	University of Queensland	GCA_000685155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/685/155/GCF_000685155.1_ANME2D_V10		
GCF_000404225.1	PRJNA224116	SAMN03081468		representative genome	1295009	1406512	Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1	strain=Issoire-Mx1		latest	Complete Genome	Major	Full	2013/06/03	ASM40422v1	Universite d'Auvergne	GCA_000404225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/404/225/GCF_000404225.1_ASM40422v1		
GCF_000723185.1	PRJNA224116	SAMEA3139018	CBTY000000000.1	representative genome	1407055	1407055	Thaumarchaeota archaeon N4	strain=N4		latest	Contig	Major	Full	2013/12/05	APF_1883_PRJEB4650	Genoscope CEA	GCA_000723185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/723/185/GCF_000723185.1_APF_1883_PRJEB4650		
GCF_001488575.1	PRJNA224116	SAMEA3305703		representative genome	1407499	1407499	Halobacterium hubeiense	strain=JI20-1		latest	Complete Genome	Major	Full	2015/12/17	Halobacterium hubeiense JI20-1	UH	GCA_001488575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/488/575/GCF_001488575.1_Halobacterium_hubeiense_JI20-1		assembly from type material
GCF_000812185.1	PRJNA224116	SAMN03273964		representative genome	1410606	1410606	Candidatus Nitrosopelagicus brevis	strain=CN25		latest	Complete Genome	Major	Full	2014/12/31	ASM81218v1	J. Craig Venter Institute	GCA_000812185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/812/185/GCF_000812185.1_ASM81218v1		
GCF_000690595.1	PRJNA224116	SAMN02390968	JHUT00000000.2	na	1416969	1416969	Haloterrigena mahii	strain=H13		latest	Scaffold	Major	Full	2016/05/26	ASM69059v2	National Chung Hsing University, Taichung City, Taiwan R.O.C.	GCA_000690595.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/690/595/GCF_000690595.1_ASM69059v2		
GCF_000495475.1	PRJNA224116	SAMN02471691	ASGZ00000000.1	representative genome	1324957	1431545	Candidatus Halobonum tyrrellensis G22	strain=G22		latest	Contig	Major	Full	2013/11/05	Htyrrel1.0	Scripps Institution of Oceanography, UC San Diego	GCA_000495475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/495/475/GCF_000495475.1_Htyrrel1.0		assembly from type material
GCF_000969945.1	PRJNA224116	SAMN03074590		na	1434099	1434099	Methanosarcina sp. Kolksee	strain=Kolksee		latest	Complete Genome	Major	Full	2015/04/07	ASM96994v1	University of Illinois at Urbana-Champaign	GCA_000969945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/969/945/GCF_000969945.1_ASM96994v1		
GCF_000970045.1	PRJNA224116	SAMN03074591		representative genome	1434100	1434100	Methanosarcina sp. MTP4	strain=MTP4		latest	Complete Genome	Major	Full	2015/04/07	ASM97004v1	University of Illinois at Urbana-Champaign	GCA_000970045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/045/GCF_000970045.1_ASM97004v1		
GCF_000970005.1	PRJNA224116	SAMN03074593		na	1434102	1434102	Methanosarcina sp. WH1	strain=WH1		latest	Complete Genome	Major	Full	2015/04/07	ASM97000v1	University of Illinois at Urbana-Champaign	GCA_000970005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/005/GCF_000970005.1_ASM97000v1		
GCF_000969965.1	PRJNA224116	SAMN03074594		representative genome	1434103	1434103	Methanosarcina sp. WWM596	strain=WWM596		latest	Complete Genome	Major	Full	2015/04/07	ASM96996v1	University of Illinois at Urbana-Champaign	GCA_000969965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/969/965/GCF_000969965.1_ASM96996v1		
