asm_name,assembly_accession,domain,ftp_basename,ftp_path,organism_name,taxid,genetic_code
ASM87575v1,GCF_000875755.1,bacteria,GCF_000875755.1_ASM87575v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/875/755/GCF_000875755.1_ASM87575v1,Mycoplasma yeatsii GM274B,743967,4
ASM81506v1,GCF_000815065.1,bacteria,GCF_000815065.1_ASM81506v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/815/065/GCF_000815065.1_ASM81506v1,Mycoplasma flocculare ATCC 27399,743971,4
ASM27014v1,GCF_000270145.1,bacteria,GCF_000270145.1_ASM27014v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/145/GCF_000270145.1_ASM27014v1,Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,981539,11
ASM27668v1,GCF_000276685.1,bacteria,GCF_000276685.1_ASM27668v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/685/GCF_000276685.1_ASM27668v1,Taylorella equigenitalis ATCC 35865,743973,11
ASM2094v1,GCF_000020945.1,bacteria,GCF_000020945.1_ASM2094v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/945/GCF_000020945.1_ASM2094v1,Coprothermobacter proteolyticus DSM 5265,309798,11
ASM2096v1,GCF_000020965.1,bacteria,GCF_000020965.1_ASM2096v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/965/GCF_000020965.1_ASM2096v1,Dictyoglomus thermophilum H-6-12,309799,11
ASM1922v1,GCF_000019225.1,bacteria,GCF_000019225.1_ASM1922v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/225/GCF_000019225.1_ASM1922v1,Cellvibrio japonicus Ueda107,498211,11
ASM2168v1,GCF_000021685.1,bacteria,GCF_000021685.1_ASM2168v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/685/GCF_000021685.1_ASM2168v1,Thermomicrobium roseum DSM 5159,309801,11
ASM976v2,GCF_000009765.2,bacteria,GCF_000009765.2_ASM976v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/765/GCF_000009765.2_ASM976v2,Streptomyces avermitilis MA-4680 = NBRC 14893,227882,11
ASM1894v1,GCF_000018945.1,bacteria,GCF_000018945.1_ASM1894v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/945/GCF_000018945.1_ASM1894v1,Thermotoga neapolitana DSM 4359,309803,11
ASM1014v1,GCF_000010145.1,bacteria,GCF_000010145.1_ASM1014v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/145/GCF_000010145.1_ASM1014v1,Lactobacillus fermentum IFO 3956,334390,11
ASM1556v1,GCF_000015565.1,bacteria,GCF_000015565.1_ASM1556v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/565/GCF_000015565.1_ASM1556v1,Verminephrobacter eiseniae EF01-2,391735,11
ASM1018v1,GCF_000010185.1,bacteria,GCF_000010185.1_ASM1018v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/185/GCF_000010185.1_ASM1018v1,Finegoldia magna ATCC 29328,334413,11
ASM28451v1,GCF_000284515.1,bacteria,GCF_000284515.1_ASM28451v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/515/GCF_000284515.1_ASM28451v1,Halobacillus halophilus DSM 2266,866895,11
ASM1422v1,GCF_000014225.1,bacteria,GCF_000014225.1_ASM1422v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/225/GCF_000014225.1_ASM1422v1,Pseudoalteromonas atlantica T6c,342610,11
ASM74752v1,GCF_000747525.1,bacteria,GCF_000747525.1_ASM74752v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/747/525/GCF_000747525.1_ASM74752v1,Sphingobacterium sp. ML3W,1538644,11
ASM64851v1,GCF_000648515.1,bacteria,GCF_000648515.1_ASM64851v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/515/GCF_000648515.1_ASM64851v1,Citrobacter freundii CFNIH1,1333848,11
ASM50824v1,GCF_000508245.1,bacteria,GCF_000508245.1_ASM50824v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/508/245/GCF_000508245.1_ASM50824v1,Mycoplasma ovis str. Michigan,1415773,4
ASM78939v1,GCF_000789395.1,bacteria,GCF_000789395.1_ASM78939v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/789/395/GCF_000789395.1_ASM78939v1,Clostridium baratii str. Sullivan,1415775,11
ASM760v1,GCF_000007605.1,bacteria,GCF_000007605.1_ASM760v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/605/GCF_000007605.1_ASM760v1,Chlamydophila caviae GPIC,227941,11
PKB13,GCF_000689415.1,bacteria,GCF_000689415.1_PKB13,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/689/415/GCF_000689415.1_PKB13,Pseudomonas knackmussii B13,1301098,11
ASM2320v1,GCF_000023205.1,bacteria,GCF_000023205.1_ASM2320v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/205/GCF_000023205.1_ASM2320v1,Micrococcus luteus NCTC 2665,465515,11
ASM165449v1,GCF_001654495.1,bacteria,GCF_001654495.1_ASM165449v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/654/495/GCF_001654495.1_ASM165449v1,Streptomyces sp. SAT1,1849967,11
ASM172948v1,GCF_001729485.1,bacteria,GCF_001729485.1_ASM172948v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/729/485/GCF_001729485.1_ASM172948v1,Streptomyces lydicus,47763,11
ASM1524v1,GCF_000015245.1,bacteria,GCF_000015245.1_ASM1524v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/245/GCF_000015245.1_ASM1524v1,Shewanella amazonensis SB2B,326297,11
ASM1296v1,GCF_000012965.1,bacteria,GCF_000012965.1_ASM1296v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/965/GCF_000012965.1_ASM1296v1,Sulfurimonas denitrificans DSM 1251,326298,11
ASM1404v1,GCF_000014045.1,bacteria,GCF_000014045.1_ASM1404v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/045/GCF_000014045.1_ASM1404v1,Roseobacter denitrificans OCh 114,375451,11
ASM18340v1,GCF_000183405.1,bacteria,GCF_000183405.1_ASM18340v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/405/GCF_000183405.1_ASM18340v1,Calditerrivibrio nitroreducens DSM 19672,768670,11
ASM150766v1,GCF_001507665.1,bacteria,GCF_001507665.1_ASM150766v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/507/665/GCF_001507665.1_ASM150766v1,Deinococcus actinosclerus,1768108,11
ASM31668v1,GCF_000316685.1,bacteria,GCF_000316685.1_ASM31668v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/316/685/GCF_000316685.1_ASM31668v1,Synechococcus sp. PCC 6312,195253,11
ASM17903v2,GCF_000179035.2,bacteria,GCF_000179035.2_ASM17903v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/179/035/GCF_000179035.2_ASM17903v2,Mycoplasma suis str. Illinois,768700,4
ASM15827v2,GCF_000158275.2,bacteria,GCF_000158275.2_ASM15827v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/158/275/GCF_000158275.2_ASM15827v2,Fusobacterium nucleatum subsp. animalis 7_1,457405,11
ASM23138v3,GCF_000231385.2,bacteria,GCF_000231385.2_ASM23138v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/231/385/GCF_000231385.2_ASM23138v3,Desulfosporosinus meridiei DSM 13257,768704,11
ASM23560v1,GCF_000235605.1,bacteria,GCF_000235605.1_ASM23560v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/235/605/GCF_000235605.1_ASM23560v1,Desulfosporosinus orientis DSM 765,768706,11
ASM119100v1,GCF_001191005.1,bacteria,GCF_001191005.1_ASM119100v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/191/005/GCF_001191005.1_ASM119100v1,Massilia sp. NR 4-1,1678028,11
ASM1376v1,GCF_000013765.1,bacteria,GCF_000013765.1_ASM1376v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/765/GCF_000013765.1_ASM1376v1,Shewanella denitrificans OS217,318161,11
ASM1470v1,GCF_000014705.1,bacteria,GCF_000014705.1_ASM1470v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/705/GCF_000014705.1_ASM1470v1,Shewanella frigidimarina NCIMB 400,318167,11
ASM31957v2,GCF_000319575.2,bacteria,GCF_000319575.2_ASM31957v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/319/575/GCF_000319575.2_ASM31957v2,Spiribacter salinus M19-40,1260251,11
ASM97372v1,GCF_000973725.1,bacteria,GCF_000973725.1_ASM97372v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/973/725/GCF_000973725.1_ASM97372v1,Pontibacter korlensis,400092,11
ASM97308v1,GCF_000973085.1,bacteria,GCF_000973085.1_ASM97308v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/973/085/GCF_000973085.1_ASM97308v1,Sneathia amnii,187101,11
ASM100799v1,GCF_001007995.1,bacteria,GCF_001007995.1_ASM100799v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/007/995/GCF_001007995.1_ASM100799v1,Deinococcus soli Cha et al. 2016,1309411,11
ASM14561v1,GCF_000145615.1,bacteria,GCF_000145615.1_ASM14561v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/615/GCF_000145615.1_ASM14561v1,Thermoanaerobacterium thermosaccharolyticum DSM 571,580327,11
ASM2564v1,GCF_000025645.1,bacteria,GCF_000025645.1_ASM2564v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/645/GCF_000025645.1_ASM2564v1,Thermoanaerobacter italicus Ab9,580331,11
ASM2570v1,GCF_000025705.1,bacteria,GCF_000025705.1_ASM2570v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/705/GCF_000025705.1_ASM2570v1,Sideroxydans lithotrophicus ES-1,580332,11
ASM1434v1,GCF_000014345.1,bacteria,GCF_000014345.1_ASM1434v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/345/GCF_000014345.1_ASM1434v1,Rickettsia canadensis str. McKiel,293613,11
ASM1820v1,GCF_000018205.1,bacteria,GCF_000018205.1_ASM1820v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/205/GCF_000018205.1_ASM1820v1,Rickettsia akari str. Hartford,293614,11
ASM23377v1,GCF_000233775.1,bacteria,GCF_000233775.1_ASM23377v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/233/775/GCF_000233775.1_ASM23377v1,Thermovirga lienii DSM 17291,580340,11
ASM16467v2,GCF_000164675.2,bacteria,GCF_000164675.2_ASM16467v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/164/675/GCF_000164675.2_ASM16467v2,Streptococcus parasanguinis ATCC 15912,760570,11
ASM29933v2,GCF_000299335.2,bacteria,GCF_000299335.2_ASM29933v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/335/GCF_000299335.2_ASM29933v2,Alcanivorax pacificus W11-5,391936,11
ASM2476v1,GCF_000024765.1,bacteria,GCF_000024765.1_ASM2476v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/765/GCF_000024765.1_ASM2476v1,Halothiobacillus neapolitanus c2,555778,11
ASM95413v2,GCF_000954135.1,bacteria,GCF_000954135.1_ASM95413v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/135/GCF_000954135.1_ASM95413v2,Ralstonia mannitolilytica,105219,11
ASM151881v1,GCF_001518815.1,bacteria,GCF_001518815.1_ASM151881v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/518/815/GCF_001518815.1_ASM151881v1,Pseudomonas oryzihabitans,47885,11
ASM18374v1,GCF_000183745.1,bacteria,GCF_000183745.1_ASM18374v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/745/GCF_000183745.1_ASM18374v1,Oceanithermus profundus DSM 14977,670487,11
ASM5848v1,GCF_000058485.1,bacteria,GCF_000058485.1_ASM5848v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/058/485/GCF_000058485.1_ASM5848v1,Frankia alni ACN14a,326424,11
ASM42216v1,GCF_000422165.1,bacteria,GCF_000422165.1_ASM42216v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/422/165/GCF_000422165.1_ASM42216v1,Lactobacillus helveticus CNRZ32,326425,11
ASM2194v1,GCF_000021945.1,bacteria,GCF_000021945.1_ASM2194v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/945/GCF_000021945.1_ASM2194v1,Chloroflexus aggregans DSM 9485,326427,11
ASM1006v1,GCF_000010065.1,bacteria,GCF_000010065.1_ASM1006v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/065/GCF_000010065.1_ASM1006v1,Synechococcus elongatus PCC 6301,269084,11
ASM175078v1,GCF_001750785.1,bacteria,GCF_001750785.1_ASM175078v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/750/785/GCF_001750785.1_ASM175078v1,Streptomyces rubrolavendulae,285473,11
ASM151445v1,GCF_001514455.1,bacteria,GCF_001514455.1_ASM151445v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/514/455/GCF_001514455.1_ASM151445v1,Serratia fonticola,47917,11
ASM31710v1,GCF_000317105.1,bacteria,GCF_000317105.1_ASM31710v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/105/GCF_000317105.1_ASM31710v1,Oscillatoria acuminata PCC 6304,56110,11
ASM141257v1,GCF_001412575.1,bacteria,GCF_001412575.1_ASM141257v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/412/575/GCF_001412575.1_ASM141257v1,Limnohabitans sp. 103DPR2,1678129,11
ASM147762v1,GCF_001477625.1,bacteria,GCF_001477625.1_ASM147762v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/477/625/GCF_001477625.1_ASM147762v1,Paucibacter sp. KCTC 42545,1768242,11
ASM83290v1,GCF_000832905.1,bacteria,GCF_000832905.1_ASM83290v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/832/905/GCF_000832905.1_ASM83290v1,Bacillus coagulans DSM 1 = ATCC 7050,1121088,11
ASM21415v1,GCF_000214155.1,bacteria,GCF_000214155.1_ASM21415v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/155/GCF_000214155.1_ASM21415v1,Mycobacterium sinense,875328,11
ASM1786v1,GCF_000017865.1,bacteria,GCF_000017865.1_ASM1786v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/865/GCF_000017865.1_ASM1786v1,Pseudothermotoga lettingae TMO,416591,11
ASM2000v1,GCF_000020005.1,bacteria,GCF_000020005.1_ASM2000v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/005/GCF_000020005.1_ASM2000v1,Natranaerobius thermophilus JW/NM-WN-LF,457570,11
ASM19063v1,GCF_000190635.1,bacteria,GCF_000190635.1_ASM19063v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/635/GCF_000190635.1_ASM19063v1,Syntrophobotulus glycolicus DSM 8271,645991,11
ASM143172v1,GCF_001431725.1,bacteria,GCF_001431725.1_ASM143172v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/431/725/GCF_001431725.1_ASM143172v1,Halomonas huangheensis,1178482,11
ASM148406v1,GCF_001484065.1,bacteria,GCF_001484065.1_ASM148406v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/484/065/GCF_001484065.1_ASM148406v1,Pannonibacter phragmitetus,121719,11
ASM30045v4,GCF_000300455.3,bacteria,GCF_000300455.3_ASM30045v4,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/455/GCF_000300455.3_ASM30045v4,Kosakonia sacchari SP1,1235834,11
ASM1478v1,GCF_000014785.1,bacteria,GCF_000014785.1_ASM1478v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/785/GCF_000014785.1_ASM1478v1,Alkalilimnicola ehrlichii MLHE-1,187272,11
ASM36720v1,GCF_000367205.1,bacteria,GCF_000367205.1_ASM36720v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/367/205/GCF_000367205.1_ASM36720v1,Cutibacterium avidum 44067,1170318,11
ASM176134v1,GCF_001761345.1,bacteria,GCF_001761345.1_ASM176134v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/761/345/GCF_001761345.1_ASM176134v1,Sphingomonas melonis TY,621456,11
ASM51235v1,GCF_000512355.1,bacteria,GCF_000512355.1_ASM51235v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/355/GCF_000512355.1_ASM51235v1,Legionella oakridgensis ATCC 33761 = DSM 21215,1268635,11
ASM1062v1,GCF_000010625.1,bacteria,GCF_000010625.1_ASM1062v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/625/GCF_000010625.1_ASM1062v1,Microcystis aeruginosa NIES-843,449447,11
ASM2296v1,GCF_000022965.1,bacteria,GCF_000022965.1_ASM2296v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/965/GCF_000022965.1_ASM2296v1,Bifidobacterium animalis subsp. lactis DSM 10140,555970,11
ASM1698v1,GCF_000016985.1,bacteria,GCF_000016985.1_ASM1698v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/985/GCF_000016985.1_ASM1698v1,Alkaliphilus metalliredigens QYMF,293826,11
ASM118778v1,GCF_001187785.1,bacteria,GCF_001187785.1_ASM118778v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/187/785/GCF_001187785.1_ASM118778v1,Wenzhouxiangella marina,1579979,11
ASM9132v1,GCF_000091325.1,bacteria,GCF_000091325.1_ASM9132v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/325/GCF_000091325.1_ASM9132v1,Shewanella violacea DSS12,637905,11
AWOD1,GCF_000953695.1,bacteria,GCF_000953695.1_AWOD1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/695/GCF_000953695.1_AWOD1,Aliivibrio wodanis,80852,11
MVIS1,GCF_000953735.1,bacteria,GCF_000953735.1_MVIS1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/735/GCF_000953735.1_MVIS1,Moritella viscosa,80854,11
ASM1458v1,GCF_000014585.1,bacteria,GCF_000014585.1_ASM1458v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/585/GCF_000014585.1_ASM1458v1,Synechococcus sp. CC9311,64471,11
ASM188759v1,GCF_001887595.1,bacteria,GCF_001887595.1_ASM188759v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/887/595/GCF_001887595.1_ASM188759v1,Klebsiella michiganensis KCTC 1686,1006551,11
ASM57655v1,GCF_000576555.1,bacteria,GCF_000576555.1_ASM57655v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/576/555/GCF_000576555.1_ASM57655v1,Hymenobacter swuensis DY53,1227739,11
ASM105043v1,GCF_001050435.1,bacteria,GCF_001050435.1_ASM105043v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/050/435/GCF_001050435.1_ASM105043v1,Lactobacillus koreensis,637971,11
ASM47890v1,GCF_000478905.1,bacteria,GCF_000478905.1_ASM47890v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/478/905/GCF_000478905.1_ASM47890v1,Candidatus Pantoea carbekii,1235990,11
ASM171916v1,GCF_001719165.1,bacteria,GCF_001719165.1_ASM171916v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/719/165/GCF_001719165.1_ASM171916v1,Erythrobacter litoralis,39960,11
ASM30029v3,GCF_000300295.3,bacteria,GCF_000300295.3_ASM30029v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/295/GCF_000300295.3_ASM30029v3,Piscirickettsia salmonis LF-89 = ATCC VR-1361,1227812,11
ASM126317v1,GCF_001263175.1,bacteria,GCF_001263175.1_ASM126317v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/263/175/GCF_001263175.1_ASM126317v1,Vulgatibacter incomptus,1391653,11
ASM160602v1,GCF_001606025.1,bacteria,GCF_001606025.1_ASM160602v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/606/025/GCF_001606025.1_ASM160602v1,Psychrobacter alimentarius,261164,11
ASM1940v1,GCF_000019405.1,bacteria,GCF_000019405.1_ASM1940v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/405/GCF_000019405.1_ASM1940v1,Haemophilus somnus 2336,228400,11
ASM1302v1,GCF_000013025.1,bacteria,GCF_000013025.1_ASM1302v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/025/GCF_000013025.1_ASM1302v1,Hyphomonas neptunium ATCC 15444,228405,11
ASM102864v1,GCF_001028645.1,bacteria,GCF_001028645.1_ASM102864v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/028/645/GCF_001028645.1_ASM102864v1,Staphylococcus capitis subsp. capitis,72758,11
ASM33199v1,GCF_000331995.1,bacteria,GCF_000331995.1_ASM33199v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/331/995/GCF_000331995.1_ASM33199v1,[Clostridium] stercorarium subsp. stercorarium DSM 8532,1121335,11
ASM914v1,GCF_000009145.1,bacteria,GCF_000009145.1_ASM914v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/145/GCF_000009145.1_ASM914v1,Nitrosomonas europaea ATCC 19718,228410,11
ASM18698v3,GCF_000186985.1,bacteria,GCF_000186985.1_ASM18698v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/985/GCF_000186985.1_ASM18698v3,Mycoplasma haemofelis Ohio2,859194,4
ASM2548v1,GCF_000025485.1,bacteria,GCF_000025485.1_ASM2548v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/485/GCF_000025485.1_ASM2548v1,Allochromatium vinosum DSM 180,572477,11
ASM16546v1,GCF_000165465.1,bacteria,GCF_000165465.1_ASM16546v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/465/GCF_000165465.1_ASM16546v1,Halanaerobium praevalens DSM 2228,572479,11
ASM9224v1,GCF_000092245.1,bacteria,GCF_000092245.1_ASM9224v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/245/GCF_000092245.1_ASM9224v1,Arcobacter nitrofigilis DSM 7299,572480,11
ASM26692v1,GCF_000266925.1,bacteria,GCF_000266925.1_ASM26692v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/266/925/GCF_000266925.1_ASM26692v1,Acetomicrobium mobile DSM 13181,891968,11
ASM18017v2,GCF_000180175.2,bacteria,GCF_000180175.2_ASM18017v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/180/175/GCF_000180175.2_ASM18017v2,Plautia stali symbiont,891974,11
ASM34478v1,GCF_000344785.1,bacteria,GCF_000344785.1_ASM34478v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/344/785/GCF_000344785.1_ASM34478v1,Corynebacterium callunae DSM 20147,1121353,11
ASM1312v1,GCF_000013125.1,bacteria,GCF_000013125.1_ASM1312v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/125/GCF_000013125.1_ASM1312v1,Anaplasma phagocytophilum str. HZ,212042,11
ASM1916v1,GCF_000019165.1,bacteria,GCF_000019165.1_ASM1916v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/165/GCF_000019165.1_ASM1916v1,Heliobacterium modesticaldum Ice1,498761,11
ASM34134v1,GCF_000341345.1,bacteria,GCF_000341345.1_ASM34134v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/341/345/GCF_000341345.1_ASM34134v1,Corynebacterium halotolerans YIM 70093 = DSM 44683,1121362,11
ASM14308v1,GCF_000143085.1,bacteria,GCF_000143085.1_ASM14308v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/085/GCF_000143085.1_ASM14308v1,Nitrosococcus watsonii C-113,105559,11
ASM2660v1,GCF_000026605.1,bacteria,GCF_000026605.1_ASM2660v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/605/GCF_000026605.1_ASM2660v1,Streptococcus equi subsp. zooepidemicus,40041,11
ASM1402v1,GCF_000014025.1,bacteria,GCF_000014025.1_ASM1402v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/025/GCF_000014025.1_ASM1402v1,Arcobacter butzleri RM4018,367737,11
ASM20389v1,GCF_000203895.1,bacteria,GCF_000203895.1_ASM20389v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/203/895/GCF_000203895.1_ASM20389v1,Paracoccus denitrificans PD1222,318586,11
ASM102106v1,GCF_001021065.1,bacteria,GCF_001021065.1_ASM102106v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/065/GCF_001021065.1_ASM102106v1,Corynebacterium uterequi,1072256,11
ASM16550v1,GCF_000165505.1,bacteria,GCF_000165505.1_ASM16550v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/505/GCF_000165505.1_ASM16550v1,Ilyobacter polytropus DSM 2926,572544,11
ASM31743v1,GCF_000317435.1,bacteria,GCF_000317435.1_ASM31743v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/435/GCF_000317435.1_ASM31743v1,Calothrix sp. PCC 6303,1170562,11
ASM2588v1,GCF_000025885.1,bacteria,GCF_000025885.1_ASM2588v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/885/GCF_000025885.1_ASM2588v1,Aminobacterium colombiense DSM 12261,572547,11
ASM4328v1,GCF_000043285.1,bacteria,GCF_000043285.1_ASM4328v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/043/285/GCF_000043285.1_ASM4328v1,Candidatus Blochmannia floridanus,203907,11
ASM81518v1,GCF_000815185.1,bacteria,GCF_000815185.1_ASM81518v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/815/185/GCF_000815185.1_ASM81518v1,Xanthomonas sacchari,56458,11
ASM1802v1,GCF_000018025.1,bacteria,GCF_000018025.1_ASM1802v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/025/GCF_000018025.1_ASM1802v1,Shewanella sediminis HAW-EB3,425104,11
