# assembly_accession,asm_name,domain,ftp_basename,ftp_path,organism_name,taxid,genetic_code
GCF_000959245.1,ASM95924v1,bacteria,GCF_000959245.1_ASM95924v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/245/GCF_000959245.1_ASM95924v1,Burkholderia ubonensis MSMB22,1249668,11
GCF_000189295.2,ASM18929v2,bacteria,GCF_000189295.2_ASM18929v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/189/295/GCF_000189295.2_ASM18929v2,Desulfovibrio desulfuricans ND132,641491,11
GCF_001998885.1,ASM199888v1,bacteria,GCF_001998885.1_ASM199888v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/885/GCF_001998885.1_ASM199888v1,Vagococcus penaei,633807,11
GCF_001886715.1,ASM188671v1,bacteria,GCF_001886715.1_ASM188671v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/715/GCF_001886715.1_ASM188671v1,Nocardia soli,134962,11
GCF_000463355.1,ASM46335v1,bacteria,GCF_000463355.1_ASM46335v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/463/355/GCF_000463355.1_ASM46335v1,Streptococcus intermedius B196,862967,11
GCF_001594265.1,ASM159426v1,bacteria,GCF_001594265.1_ASM159426v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/594/265/GCF_001594265.1_ASM159426v1,Aggregatibacter actinomycetemcomitans,714,11
GCF_000013765.1,ASM1376v1,bacteria,GCF_000013765.1_ASM1376v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/765/GCF_000013765.1_ASM1376v1,Shewanella denitrificans OS217,318161,11
GCF_000062885.1,ASM6288v1,bacteria,GCF_000062885.1_ASM6288v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/062/885/GCF_000062885.1_ASM6288v1,Saccharopolyspora erythraea NRRL 2338,405948,11
GCF_001663175.1,ASM166317v1,bacteria,GCF_001663175.1_ASM166317v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/175/GCF_001663175.1_ASM166317v1,Porphyrobacter neustonensis,1112,11
GCF_000815065.1,ASM81506v1,bacteria,GCF_000815065.1_ASM81506v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/815/065/GCF_000815065.1_ASM81506v1,Mycoplasma flocculare ATCC 27399,743971,4
GCF_000186005.1,ASM18600v1,bacteria,GCF_000186005.1_ASM18600v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/005/GCF_000186005.1_ASM18600v1,Mycoplasma fermentans M64,943945,4
GCF_000196275.1,ASM19627v1,bacteria,GCF_000196275.1_ASM19627v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/275/GCF_000196275.1_ASM19627v1,Deinococcus geothermalis DSM 11300,319795,11
GCF_000176915.2,ASM17691v2,bacteria,GCF_000176915.2_ASM17691v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/176/915/GCF_000176915.2_ASM17691v2,Pseudodesulfovibrio aespoeensis Aspo-2,643562,11
GCF_000212375.1,ASM21237v1,bacteria,GCF_000212375.1_ASM21237v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/212/375/GCF_000212375.1_ASM21237v1,Porphyromonas asaccharolytica DSM 20707,879243,11
GCF_000304455.1,CCh_cEper1,bacteria,GCF_000304455.1_CCh_cEper1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/455/GCF_000304455.1_CCh_cEper1,Cardinium endosymbiont cEper1 of Encarsia pergandiella,1231626,11
GCF_000818015.1,ASM81801v1,bacteria,GCF_000818015.1_ASM81801v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/818/015/GCF_000818015.1_ASM81801v1,Pseudomonas balearica DSM 6083,1123016,11
GCF_001027545.1,ASM102754v1,bacteria,GCF_001027545.1_ASM102754v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/545/GCF_001027545.1_ASM102754v1,Endomicrobium proavitum,1408281,11
GCF_000299335.2,ASM29933v2,bacteria,GCF_000299335.2_ASM29933v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/335/GCF_000299335.2_ASM29933v2,Alcanivorax pacificus W11-5,391936,11
GCF_000008885.1,ASM888v1,bacteria,GCF_000008885.1_ASM888v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/885/GCF_000008885.1_ASM888v1,Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis,36870,11
GCF_001007995.1,ASM100799v1,bacteria,GCF_001007995.1_ASM100799v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/007/995/GCF_001007995.1_ASM100799v1,Deinococcus soli Cha et al. 2016,1309411,11
GCF_001281465.1,ASM128146v1,bacteria,GCF_001281465.1_ASM128146v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/281/465/GCF_001281465.1_ASM128146v1,Cupriavidus gilardii CR3,1267562,11
GCF_000014445.1,ASM1444v1,bacteria,GCF_000014445.1_ASM1444v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/445/GCF_000014445.1_ASM1444v1,Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293,203120,11
GCF_000747585.1,ASM74758v1,bacteria,GCF_000747585.1_ASM74758v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/747/585/GCF_000747585.1_ASM74758v1,Melissococcus plutonius S1,1385937,11
GCF_001187845.1,ASM118784v1,bacteria,GCF_001187845.1_ASM118784v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/187/845/GCF_001187845.1_ASM118784v1,Octadecabacter temperatus,1458307,11
GCF_000179395.2,ASM17939v2,bacteria,GCF_000179395.2_ASM17939v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/179/395/GCF_000179395.2_ASM17939v2,Corynebacterium variabile DSM 44702,858619,11
GCF_000757825.1,ASM75782v1,bacteria,GCF_000757825.1_ASM75782v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/757/825/GCF_000757825.1_ASM75782v1,Cedecea neteri,158822,11
GCF_001611135.1,ASM161113v1,bacteria,GCF_001611135.1_ASM161113v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/611/135/GCF_001611135.1_ASM161113v1,Pediococcus damnosus,51663,11
GCF_000015665.1,ASM1566v1,bacteria,GCF_000015665.1_ASM1566v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/665/GCF_000015665.1_ASM1566v1,Prochlorococcus marinus str. MIT 9515,167542,11
GCF_000215705.1,ASM21570v1,bacteria,GCF_000215705.1_ASM21570v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/705/GCF_000215705.1_ASM21570v1,Ramlibacter tataouinensis TTB310,365046,11
GCF_000007625.1,ASM762v1,bacteria,GCF_000007625.1_ASM762v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/625/GCF_000007625.1_ASM762v1,Clostridium tetani E88,212717,11
GCF_000225465.1,ASM22546v1,bacteria,GCF_000225465.1_ASM22546v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/225/465/GCF_000225465.1_ASM22546v1,Buchnera aphidicola str. Ua (Uroleucon ambrosiae),1005057,11
GCF_002222615.2,ASM222261v2,bacteria,GCF_002222615.2_ASM222261v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/222/615/GCF_002222615.2_ASM222261v2,Bacteroides caccae,47678,11
GCF_000739455.1,ASM73945v1,bacteria,GCF_000739455.1_ASM73945v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/455/GCF_000739455.1_ASM73945v1,Corynebacterium imitans,156978,11
GCF_000736415.1,ASM73641v1,bacteria,GCF_000736415.1_ASM73641v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/736/415/GCF_000736415.1_ASM73641v1,Campylobacter iguaniorum,1244531,11
GCF_900116935.1,Chromosome,bacteria,GCF_900116935.1_Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/935/GCF_900116935.1_Chromosome,Lactobacillus acidipiscis,89059,11
GCF_000090965.1,ASM9096v1,bacteria,GCF_000090965.1_ASM9096v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/090/965/GCF_000090965.1_ASM9096v1,Buchnera aphidicola BCc,372461,11
GCF_001318345.1,ASM131834v1,bacteria,GCF_001318345.1_ASM131834v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/318/345/GCF_001318345.1_ASM131834v1,Bacteroides cellulosilyticus,246787,11
GCF_000092845.1,ASM9284v1,bacteria,GCF_000092845.1_ASM9284v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/845/GCF_000092845.1_ASM9284v1,Brachyspira murdochii DSM 12563,526224,11
GCF_000025965.1,ASM2596v1,bacteria,GCF_000025965.1_ASM2596v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/965/GCF_000025965.1_ASM2596v1,Aromatoleum aromaticum EbN1,76114,11
GCF_000011685.1,ASM1168v1,bacteria,GCF_000011685.1_ASM1168v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/685/GCF_000011685.1_ASM1168v1,Gluconobacter oxydans 621H,290633,11
GCF_001975225.1,ASM197522v1,bacteria,GCF_001975225.1_ASM197522v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/225/GCF_001975225.1_ASM197522v1,Kosakonia cowanii,208223,11
GCF_000019405.1,ASM1940v1,bacteria,GCF_000019405.1_ASM1940v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/405/GCF_000019405.1_ASM1940v1,Haemophilus somnus 2336,228400,11
GCF_001747405.1,ASM174740v1,bacteria,GCF_001747405.1_ASM174740v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/747/405/GCF_001747405.1_ASM174740v1,Chlorobaculum limnaeum,274537,11
GCF_001610975.1,ASM161097v1,bacteria,GCF_001610975.1_ASM161097v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/975/GCF_001610975.1_ASM161097v1,Sphingopyxis terrae NBRC 15098,1219058,11
GCF_001922025.1,ASM192202v1,bacteria,GCF_001922025.1_ASM192202v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/922/025/GCF_001922025.1_ASM192202v1,Lactobacillus parabuchneri,152331,11
GCF_000341345.1,ASM34134v1,bacteria,GCF_000341345.1_ASM34134v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/341/345/GCF_000341345.1_ASM34134v1,Corynebacterium halotolerans YIM 70093 = DSM 44683,1121362,11
GCF_000723425.2,E11,bacteria,GCF_000723425.2_E11,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/723/425/GCF_000723425.2_E11,Mycobacterium marinum E11,1131442,11
GCF_000400935.1,ASM40093v1,bacteria,GCF_000400935.1_ASM40093v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/400/935/GCF_000400935.1_ASM40093v1,Spiroplasma chrysopicola DF-1,1276227,4
GCF_001509405.1,ASM150940v1,bacteria,GCF_001509405.1_ASM150940v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/509/405/GCF_001509405.1_ASM150940v1,Aeromicrobium erythreum,2041,11
GCF_002142615.1,ASM214261v1,bacteria,GCF_002142615.1_ASM214261v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/142/615/GCF_002142615.1_ASM214261v1,Photobacterium damselae subsp. damselae,85581,11
GCF_001951155.1,ASM195115v1,bacteria,GCF_001951155.1_ASM195115v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/951/155/GCF_001951155.1_ASM195115v1,Gramella flava JLT2011,1229726,11
GCF_000092505.1,ASM9250v1,bacteria,GCF_000092505.1_ASM9250v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/505/GCF_000092505.1_ASM9250v1,Leuconostoc kimchii IMSNU 11154,762051,11
GCF_000812665.2,ASM81266v2,bacteria,GCF_000812665.2_ASM81266v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/812/665/GCF_000812665.2_ASM81266v2,Halocynthiibacter arcticus,1579316,11
GCF_000236665.1,ASM23666v1,bacteria,GCF_000236665.1_ASM23666v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/236/665/GCF_000236665.1_ASM23666v1,Dechlorosoma suillum PS,640081,11
GCF_000271665.2,ASM27166v2,bacteria,GCF_000271665.2_ASM27166v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/271/665/GCF_000271665.2_ASM27166v2,Pelosinus fermentans JBW45,1192197,11
GCF_000019965.1,ASM1996v1,bacteria,GCF_000019965.1_ASM1996v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/965/GCF_000019965.1_ASM1996v1,Opitutus terrae PB90-1,452637,11
GCF_002105555.1,ASM210555v1,bacteria,GCF_002105555.1_ASM210555v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/555/GCF_002105555.1_ASM210555v1,Paracoccus contaminans,1945662,11
GCF_000224085.1,ASM22408v1,bacteria,GCF_000224085.1_ASM22408v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/085/GCF_000224085.1_ASM22408v1,Muricauda ruestringensis DSM 13258,886377,11
GCF_000009825.1,ASM982v1,bacteria,GCF_000009825.1_ASM982v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/825/GCF_000009825.1_ASM982v1,Bacillus clausii KSM-K16,66692,11
GCF_000016345.1,ASM1634v1,bacteria,GCF_000016345.1_ASM1634v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/345/GCF_000016345.1_ASM1634v1,Polynucleobacter asymbioticus QLW-P1DMWA-1,312153,11
GCF_000017425.1,ASM1742v1,bacteria,GCF_000017425.1_ASM1742v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/425/GCF_000017425.1_ASM1742v1,Bacillus cytotoxicus NVH 391-98,315749,11
GCF_000144695.1,ASM14469v1,bacteria,GCF_000144695.1_ASM14469v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/144/695/GCF_000144695.1_ASM14469v1,Acetohalobium arabaticum DSM 5501,574087,11
GCF_000177535.2,ASM17753v2,bacteria,GCF_000177535.2_ASM17753v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/177/535/GCF_000177535.2_ASM17753v2,Corynebacterium resistens DSM 45100,662755,11
GCF_000020725.1,ASM2072v1,bacteria,GCF_000020725.1_ASM2072v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/725/GCF_000020725.1_ASM2072v1,Geobacter bemidjiensis Bem,404380,11
GCF_001767275.1,ASM176727v1,bacteria,GCF_001767275.1_ASM176727v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/767/275/GCF_001767275.1_ASM176727v1,Pediococcus acidilactici,1254,11
GCF_900155405.1,PRJEB18760,bacteria,GCF_900155405.1_PRJEB18760,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/155/405/GCF_900155405.1_PRJEB18760,Negativicoccus massiliensis,1702287,11
GCF_000259175.1,ASM25917v1,bacteria,GCF_000259175.1_ASM25917v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/259/175/GCF_000259175.1_ASM25917v1,Providencia stuartii MRSN 2154,1157951,11
GCF_000253395.1,ASM25339v1,bacteria,GCF_000253395.1_ASM25339v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/253/395/GCF_000253395.1_ASM25339v1,Streptococcus thermophilus JIM 8232,1051074,11
GCF_002192455.1,ASM219245v1,bacteria,GCF_002192455.1_ASM219245v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/192/455/GCF_002192455.1_ASM219245v1,Streptomyces albireticuli,1940,11
GCF_000789395.1,ASM78939v1,bacteria,GCF_000789395.1_ASM78939v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/789/395/GCF_000789395.1_ASM78939v1,Clostridium baratii str. Sullivan,1415775,11
GCF_000010305.1,ASM1030v1,bacteria,GCF_000010305.1_ASM1030v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/305/GCF_000010305.1_ASM1030v1,Gemmatimonas aurantiaca T-27,379066,11
GCF_000143165.1,ASM14316v1,bacteria,GCF_000143165.1_ASM14316v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/165/GCF_000143165.1_ASM14316v1,Dehalogenimonas lykanthroporepellens BL-DC-9,552811,11
GCF_001887245.1,ASM188724v1,bacteria,GCF_001887245.1_ASM188724v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/887/245/GCF_001887245.1_ASM188724v1,Neomicrococcus aestuarii,556325,11
GCF_001953175.1,ASM195317v1,bacteria,GCF_001953175.1_ASM195317v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/953/175/GCF_001953175.1_ASM195317v1,Dehalogenimonas formicexedens,1839801,11
GCF_000969765.1,ASM96976v1,bacteria,GCF_000969765.1_ASM96976v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/969/765/GCF_000969765.1_ASM96976v1,Mycoplasma synoviae ATCC 25204,1267001,4
GCF_000347695.1,ASM34769v1,bacteria,GCF_000347695.1_ASM34769v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/347/695/GCF_000347695.1_ASM34769v1,Bifidobacterium thermophilum RBL67,1254439,11
GCF_001046955.1,ASM104695v1,bacteria,GCF_001046955.1_ASM104695v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/046/955/GCF_001046955.1_ASM104695v1,Marinovum algicola DG 898,988812,11
GCF_000331995.1,ASM33199v1,bacteria,GCF_000331995.1_ASM33199v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/331/995/GCF_000331995.1_ASM33199v1,[Clostridium] stercorarium subsp. stercorarium DSM 8532,1121335,11
GCF_000021685.1,ASM2168v1,bacteria,GCF_000021685.1_ASM2168v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/685/GCF_000021685.1_ASM2168v1,Thermomicrobium roseum DSM 5159,309801,11
GCF_001583415.1,ASM158341v1,bacteria,GCF_001583415.1_ASM158341v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/583/415/GCF_001583415.1_ASM158341v1,Mycobacterium phlei,1771,11
GCF_000521505.1,ASM52150v1,bacteria,GCF_000521505.1_ASM52150v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/521/505/GCF_000521505.1_ASM52150v1,Advenella mimigardefordensis DPN7,1247726,11
GCF_000021285.1,ASM2128v1,bacteria,GCF_000021285.1_ASM2128v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/285/GCF_000021285.1_ASM2128v1,Thermosipho africanus TCF52B,484019,11
GCF_000072485.1,ASM7248v1,bacteria,GCF_000072485.1_ASM7248v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/072/485/GCF_000072485.1_ASM7248v1,Stenotrophomonas maltophilia K279a,522373,11
GCF_001720485.1,ASM172048v1,bacteria,GCF_001720485.1_ASM172048v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/720/485/GCF_001720485.1_ASM172048v1,Cobetia marina,28258,11
GCF_000092905.1,ASM9290v1,bacteria,GCF_000092905.1_ASM9290v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/905/GCF_000092905.1_ASM9290v1,Kyrpidia tusciae DSM 2912,562970,11
GCF_000512355.1,ASM51235v1,bacteria,GCF_000512355.1_ASM51235v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/355/GCF_000512355.1_ASM51235v1,Legionella oakridgensis ATCC 33761 = DSM 21215,1268635,11
GCF_000196535.1,ASM19653v1,bacteria,GCF_000196535.1_ASM19653v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/535/GCF_000196535.1_ASM19653v1,Mobiluncus curtisii ATCC 43063,548479,11
GCF_900128415.1,PRJEB15655,bacteria,GCF_900128415.1_PRJEB15655,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/128/415/GCF_900128415.1_PRJEB15655,Anaerococcus mediterraneensis,1870984,11
GCF_000025605.1,ASM2560v1,bacteria,GCF_000025605.1_ASM2560v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/605/GCF_000025605.1_ASM2560v1,Thermocrinis albus DSM 14484,638303,11
GCF_000055785.1,ASM5578v1,bacteria,GCF_000055785.1_ASM5578v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/055/785/GCF_000055785.1_ASM5578v1,Chromohalobacter salexigens DSM 3043,290398,11
GCF_001042595.1,ASM104259v1,bacteria,GCF_001042595.1_ASM104259v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/042/595/GCF_001042595.1_ASM104259v1,Bifidobacterium dentium JCM 1195 = DSM 20436,1150423,11
GCF_000144645.1,ASM14464v1,bacteria,GCF_000144645.1_ASM14464v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/144/645/GCF_000144645.1_ASM14464v1,Thermosediminibacter oceani DSM 16646,555079,11
GCF_000012965.1,ASM1296v1,bacteria,GCF_000012965.1_ASM1296v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/965/GCF_000012965.1_ASM1296v1,Sulfurimonas denitrificans DSM 1251,326298,11
GCF_000143845.1,ASM14384v1,bacteria,GCF_000143845.1_ASM14384v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/845/GCF_000143845.1_ASM14384v1,Olsenella uli DSM 7084,633147,11
GCF_000178975.2,ASM17897v2,bacteria,GCF_000178975.2_ASM17897v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/178/975/GCF_000178975.2_ASM17897v2,Granulicella tundricola MP5ACTX9,1198114,11
GCF_000724485.1,ASM72448v1,bacteria,GCF_000724485.1_ASM72448v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/724/485/GCF_000724485.1_ASM72448v1,Bacillus methanolicus MGA3,796606,11
GCF_001007935.1,ASM100793v1,bacteria,GCF_001007935.1_ASM100793v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/007/935/GCF_001007935.1_ASM100793v1,Nitrosomonas communis,44574,11
GCF_000203895.1,ASM20389v1,bacteria,GCF_000203895.1_ASM20389v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/203/895/GCF_000203895.1_ASM20389v1,Paracoccus denitrificans PD1222,318586,11
GCF_000025345.1,ASM2534v1,bacteria,GCF_000025345.1_ASM2534v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/345/GCF_000025345.1_ASM2534v1,Geodermatophilus obscurus DSM 43160,526225,11
GCF_000166395.1,ASM16639v1,bacteria,GCF_000166395.1_ASM16639v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/395/GCF_000166395.1_ASM16639v1,Leadbetterella byssophila DSM 17132,649349,11
GCF_000287335.1,ASM28733v1,bacteria,GCF_000287335.1_ASM28733v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/287/335/GCF_000287335.1_ASM28733v1,secondary endosymbiont of Ctenarytaina eucalypti,1199245,11
GCF_000016765.1,ASM1676v1,bacteria,GCF_000016765.1_ASM1676v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/765/GCF_000016765.1_ASM1676v1,Sphingomonas wittichii RW1,392499,11
GCF_000091125.1,ASM9112v1,bacteria,GCF_000091125.1_ASM9112v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/125/GCF_000091125.1_ASM9112v1,Sphingobium japonicum UT26S,452662,11
GCF_000189775.2,ASM18977v3,bacteria,GCF_000189775.2_ASM18977v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/189/775/GCF_000189775.2_ASM18977v3,Thermoanaerobacterium xylanolyticum LX-11,858215,11
GCF_001559015.1,ASM155901v1,bacteria,GCF_001559015.1_ASM155901v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/559/015/GCF_001559015.1_ASM155901v1,Sphingopyxis granuli,267128,11
GCF_000024425.1,ASM2442v1,bacteria,GCF_000024425.1_ASM2442v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/425/GCF_000024425.1_ASM2442v1,Meiothermus ruber DSM 1279,504728,11
GCF_000196395.1,ASM19639v1,bacteria,GCF_000196395.1_ASM19639v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/395/GCF_000196395.1_ASM19639v1,Aeromonas salmonicida subsp. salmonicida A449,382245,11
GCF_000023845.1,ASM2384v1,bacteria,GCF_000023845.1_ASM2384v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/845/GCF_000023845.1_ASM2384v1,Cryptobacterium curtum DSM 15641,469378,11
GCF_000287355.1,ASM28735v1,bacteria,GCF_000287355.1_ASM28735v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/287/355/GCF_000287355.1_ASM28735v1,secondary endosymbiont of Heteropsylla cubana,134287,11
GCF_000204135.1,ASM20413v1,bacteria,GCF_000204135.1_ASM20413v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/135/GCF_000204135.1_ASM20413v1,Chlamydophila pecorum E58,331635,11
GCF_001590685.1,ASM159068v1,bacteria,GCF_001590685.1_ASM159068v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/590/685/GCF_001590685.1_ASM159068v1,Sporosarcina psychrophila,1476,11
GCF_000091325.1,ASM9132v1,bacteria,GCF_000091325.1_ASM9132v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/325/GCF_000091325.1_ASM9132v1,Shewanella violacea DSS12,637905,11
GCF_001027285.1,ASM102728v1,bacteria,GCF_001027285.1_ASM102728v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/285/GCF_001027285.1_ASM102728v1,Archangium gephyra,48,11
GCF_000024345.1,ASM2434v1,bacteria,GCF_000024345.1_ASM2434v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/345/GCF_000024345.1_ASM2434v1,Kribbella flavida DSM 17836,479435,11
GCF_000619905.2,ASM61990v2,bacteria,GCF_000619905.2_ASM61990v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/619/905/GCF_000619905.2_ASM61990v2,Nitrosospira briensis C-128,1266925,11
GCF_000018945.1,ASM1894v1,bacteria,GCF_000018945.1_ASM1894v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/945/GCF_000018945.1_ASM1894v1,Thermotoga neapolitana DSM 4359,309803,11
